Complaint_ID,Consumer_complaint_narrative,Narrative_Length,Chunks
2282962,I checked my credit reports and I notice an account in collections for a payday loan I have no knowledge of. I d like to exercise my rights and have this fraudulent activity removed especially if Ad Astra Recovery ca nt produce an ORIGINAL SIGNED CONTRACT BY MYSELF.,266,['I checked my credit reports and I notice an account in collections for a payday loan I have no knowledge of. I d like to exercise my rights and have this fraudulent activity removed especially if Ad Astra Recovery ca nt produce an ORIGINAL SIGNED CONTRACT BY MYSELF.']
2331881,There is an account from the company Navient that is not mine.,62,['There is an account from the company Navient that is not mine.']
2279899,My bank will not provide me with my most recent bank statement.,63,['My bank will not provide me with my most recent bank statement.']
2372340,I did not give permission to any of my current or prior medical providers to release any of my medical information to a third party.I have no knowledge of the debt and request it be removed from all bureaus ... it is negatively affecting me.,241,['I did not give permission to any of my current or prior medical providers to release any of my medical information to a third party.I have no knowledge of the debt and request it be removed from all bureaus ... it is negatively affecting me.']
2415559,"I was shocked when I reviewed my credit report and found late payment on the dates below  30 days past due as of XXXX 2017 I am not sure how this happened, I believe that I had made my payments to you when I received my statements. My only thought is that my monthly statement did not get to me.",295,"['I was shocked when I reviewed my credit report and found late payment on the dates below  30 days past due as of XXXX 2017 I am not sure how this happened, I believe that I had made my payments to you when I received my statements. My only thought is that my monthly statement did not get to me.']"
2471840,My account has been paidoff in  XXXX  so how can it be reported late in  XXXX,77,['My account has been paidoff in  XXXX  so how can it be reported late in  XXXX']
2379159,"Chase Bank closed all of my accounts without providing a reason. When I ask for an explanation all that I m told is, Chase has decided that they no longer want do business with you and we have terminated our relationship.",221,"['Chase Bank closed all of my accounts without providing a reason. When I ask for an explanation all that I m told is, Chase has decided that they no longer want do business with you and we have terminated our relationship.']"
2416900,I am a victim of idenity theft.,31,['I am a victim of idenity theft.']
2334321,"XXXX Health Care continues to bill XXXX XXXX for services rendered in a worker s compensation matter. XXXX XXXX is NOT responsible for this debt, the worker s comp. carrier is.",176,"['XXXX Health Care continues to bill XXXX XXXX for services rendered in a worker s compensation matter. XXXX XXXX is NOT responsible for this debt, the worker s comp. carrier is.']"
2427394,I have disputed XXXX accounts with Experian and each time I dispute the information they come back stating that it is my account without sending a validation of the debt.,170,['I have disputed XXXX accounts with Experian and each time I dispute the information they come back stating that it is my account without sending a validation of the debt.']
2426488,I ve recently pulled my credit report and discovered that this company has reported that I owe them a debt. To my knowledge I have never done business with this company and neither have they provided me with services or goods,225,['I ve recently pulled my credit report and discovered that this company has reported that I owe them a debt. To my knowledge I have never done business with this company and neither have they provided me with services or goods']
2327814,"Wheels Financial Group , LLC sent me XXXX for XXXX on a loan I never applied for nor received. I do not have any knowledge of this company. I have never done business with this company. This seems like Tax Fraud and Identity Theft.",231,"['Wheels Financial Group , LLC sent me XXXX for XXXX on a loan I never applied for nor received. I do not have any knowledge of this company. I have never done business with this company. This seems like Tax Fraud and Identity Theft.']"
2429897,"We had a 39.00 credit from a credit card company  Citi Bank  that was allegedly refunded by check on XXXX2017 that never reached us. 
We have called numerous times, talking to numerous agents and supervisors  XXXXXXXX, XXXXXXXX, XXXXXXXX and XXXXXXXX ",251,"['We had a 39.00 credit from a credit card company  Citi Bank  that was allegedly refunded by check on XXXX2017 that never reached us. \nWe have called numerous times, talking to numerous agents and supervisors  XXXXXXXX, XXXXXXXX, XXXXXXXX and XXXXXXXX ']"
2273329,Equifax has improperly shared my credit report even after I have placed fraud alerts on my file. I have several inquiries I did nt authorize and they are refusing to remove.,173,['Equifax has improperly shared my credit report even after I have placed fraud alerts on my file. I have several inquiries I did nt authorize and they are refusing to remove.']
2276334,"Credit history request never authorized, company not recognized",63,"['Credit history request never authorized, company not recognized']"
2428698,"I was never mailed a letter notification to the following XXXX XXXX collection bill of 9100.00. Debt is NOT mine, my VA insurance should have covered my medical expenses.",170,"['I was never mailed a letter notification to the following XXXX XXXX collection bill of 9100.00. Debt is NOT mine, my VA insurance should have covered my medical expenses.']"
2334973,AVANT is reporting on my credit report a balance of XXXX,56,['AVANT is reporting on my credit report a balance of XXXX']
